,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1477816,1972506,248agzhky,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,21:09.0,21:10.0,23:47.0,23:47.0,41,,41,0,5,2,1,"Finding the intersection, SIF",2
1478248,1973310,248agzhky,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,21:33.0,21:37.0,24:31.0,24:31.0,10,,10,0,0,2,1,"Finding the intersection, SIF",7
1478270,1973332,248agzhky,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYGE-100X-500&YLE50X+150,1,Intersection 1 X,26:58.0,27:00.0,27:00.0,27:00.0,2,2,,1,0,0,1,"Finding the intersection, SIF",8
1480267,1976216,248clu9mj,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,24:45.0,24:47.0,24:47.0,24:47.0,2,2,,1,0,0,1,"Finding the intersection, SIF",1
1480294,1976243,248clu9mj,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,27:57.0,28:02.0,33:31.0,33:31.0,196,,196,0,4,2,1,"Finding the intersection, SIF",2
1480409,1976358,248clu9mj,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,57:38.0,57:43.0,57:43.0,57:43.0,5,5,,1,0,0,1,"Finding the intersection, SIF",3
1480446,1976395,248clu9mj,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,39:08.0,39:10.0,39:10.0,39:10.0,2,2,,1,0,0,1,"Finding the intersection, SIF",4
1480612,1976671,248clu9mj,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,56:20.0,56:29.0,56:29.0,56:29.0,9,9,,1,0,0,1,"Finding the intersection, SIF",7
1480634,1976693,248clu9mj,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYGE-100X-500&YLE50X+150,1,Intersection 1 X,22:06.0,22:09.0,22:09.0,22:09.0,3,3,,1,0,0,1,"Finding the intersection, SIF",8
1483272,1980162,248g1paph,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,57:02.0,57:05.0,58:25.0,58:25.0,55,,55,0,1,0,1,"Finding the intersection, SIF",1
1486629,1984507,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,34:32.0,34:35.0,34:37.0,34:37.0,5,,5,0,1,0,1,"Finding the intersection, SIF",1
1486847,1984725,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,07:15.0,07:22.0,,07:24.0,9,,9,0,2,0,0,"Finding the intersection, SIF",2
1486858,1984736,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,2,Intersection 1 X,39:17.0,39:25.0,39:25.0,39:25.0,8,8,,1,0,0,1,"Finding the intersection, SIF",3
1486880,1984758,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,42:40.0,42:44.0,44:46.0,44:46.0,9,,9,0,1,0,1,"Finding the intersection, SIF",4
1486903,1984781,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X-2&Y=-5X+12,1,Intersection 1 X,46:16.0,46:28.0,51:19.0,51:19.0,31,,31,0,1,1,1,"Finding the intersection, SIF",5
1486964,1984842,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-X+2&Y=4X-10,1,Intersection 1 X,22:42.0,22:48.0,31:48.0,31:48.0,212,,212,0,18,6,1,"Finding the intersection, SIF",6
1486995,1984873,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-10X-5&Y=5X+15,1,Intersection 1 X,34:05.0,34:17.0,35:25.0,35:25.0,17,,17,0,1,0,1,"Finding the intersection, SIF",7
1487009,1984887,248g1wh6o,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X+2&Y=2X-8,1,Intersection 1 X,36:10.0,36:15.0,36:15.0,36:15.0,5,5,,1,0,0,1,"Finding the intersection, SIF",8
1489520,1988033,248hh7azg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,42:05.0,42:33.0,42:33.0,42:33.0,28,28,,1,0,0,1,"Finding the intersection, SIF",1
1489551,1988064,248hh7azg,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,39:28.0,42:40.0,47:12.0,47:12.0,241,,241,0,0,1,1,"Finding the intersection, SIF",2
1494287,1994276,248k03ldd,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,28:16.0,28:20.0,28:22.0,28:22.0,6,,6,0,1,0,1,"Finding the intersection, SIF",1
1494318,1994307,248k03ldd,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,30:50.0,31:02.0,32:43.0,32:43.0,37,,37,0,3,1,1,"Finding the intersection, SIF",2
1494501,1994490,248k03ldd,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,32:10.0,32:13.0,32:13.0,32:13.0,3,3,,1,0,0,1,"Finding the intersection, SIF",3
1496586,1997652,248llcp7q,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,47:30.0,47:37.0,47:39.0,47:39.0,9,,9,0,1,0,1,"Finding the intersection, SIF",1
1496609,1997675,248llcp7q,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,53:31.0,53:35.0,,55:00.0,17,,17,0,4,1,0,"Finding the intersection, SIF",2
1496620,1997686,248llcp7q,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,22:32.0,22:47.0,24:33.0,24:33.0,23,,23,0,2,1,1,"Finding the intersection, SIF",3
1499692,2001932,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,33:14.0,33:24.0,35:40.0,35:40.0,109,,109,0,5,3,1,"Finding the intersection, SIF",1
1499893,2002133,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,2,Intersection 1 X,32:59.0,33:02.0,33:02.0,33:02.0,3,3,,1,0,0,1,"Finding the intersection, SIF",2
1499953,2002193,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,39:36.0,39:42.0,42:20.0,42:20.0,34,,34,0,2,3,1,"Finding the intersection, SIF",3
1499984,2002224,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-10X-5&Y=5X+15,1,Intersection 1 X,44:54.0,44:57.0,46:05.0,46:05.0,7,,7,0,0,1,1,"Finding the intersection, SIF",4
1500003,2002243,248m27z11,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X+2&Y=2X-8,1,Intersection 1 X,47:23.0,47:26.0,47:26.0,47:26.0,3,3,,1,0,0,1,"Finding the intersection, SIF",5
1502963,2006081,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,37:04.0,37:14.0,,44:20.0,196,,196,0,20,6,0,"Finding the intersection, SIF",1
1502970,2006088,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,36:36.0,36:39.0,39:38.0,39:38.0,75,,75,0,6,2,1,"Finding the intersection, SIF",2
1502991,2006109,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,45:55.0,45:59.0,45:59.0,45:59.0,4,4,,1,0,0,1,"Finding the intersection, SIF",3
1503178,2006296,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,25:00.0,25:16.0,28:43.0,28:43.0,82,,82,0,6,1,1,"Finding the intersection, SIF",4
1503192,2006310,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,29:30.0,29:32.0,29:32.0,29:32.0,2,2,,1,0,0,1,"Finding the intersection, SIF",5
1503226,2006344,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-X+2&Y=4X-10,1,Intersection 1 X,35:05.0,35:07.0,35:12.0,35:12.0,7,,7,0,2,0,1,"Finding the intersection, SIF",6
1503258,2006376,248mbp1cf,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X-2&Y=-5X+12,1,Intersection 1 X,38:43.0,38:54.0,42:14.0,42:14.0,36,,36,0,3,0,1,"Finding the intersection, SIF",7
1506614,2010698,248oylglm,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,25:18.0,25:21.0,25:21.0,25:21.0,3,3,,1,0,0,1,"Finding the intersection, SIF",1
1509526,2014556,248pthl4g,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,55:41.0,55:46.0,55:46.0,55:46.0,5,5,,1,0,0,1,"Finding the intersection, SIF",1
1509557,2014587,248pthl4g,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,02:23.0,02:37.0,,06:52.0,52,,52,0,7,2,0,"Finding the intersection, SIF",2
1509581,2014611,248pthl4g,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,34:51.0,35:15.0,37:41.0,37:41.0,44,,44,0,4,2,1,"Finding the intersection, SIF",3
1512064,2017831,248qhy2yo,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,53:17.0,53:30.0,53:40.0,53:40.0,23,,23,0,2,0,1,"Finding the intersection, SIF",1
1512085,2017852,248qhy2yo,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,28:52.0,28:55.0,28:55.0,28:55.0,3,3,,1,0,0,1,"Finding the intersection, SIF",2
1514747,2021866,248s9v653,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,43:01.0,43:14.0,43:14.0,43:14.0,13,13,,1,0,0,1,"Finding the intersection, SIF",1
1514781,2021900,248s9v653,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,42:19.0,42:35.0,48:42.0,48:42.0,66,,66,0,2,1,1,"Finding the intersection, SIF",2
1515963,2023561,248tviw5h,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,34:51.0,34:54.0,34:54.0,34:54.0,3,3,,1,0,0,1,"Finding the intersection, SIF",1
1515986,2023584,248tviw5h,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,39:03.0,39:11.0,,42:35.0,83,,83,0,8,3,0,"Finding the intersection, SIF",2
1516002,2023600,248tviw5h,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,36:10.0,36:18.0,39:24.0,39:24.0,47,,47,0,3,1,1,"Finding the intersection, SIF",3
1519235,2027827,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,36:16.0,36:23.0,36:23.0,36:23.0,7,7,,1,0,0,1,"Finding the intersection, SIF",1
1519459,2028051,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,48:07.0,48:10.0,48:14.0,48:14.0,7,,7,0,1,0,1,"Finding the intersection, SIF",2
1519481,2028073,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,49:13.0,50:02.0,51:05.0,51:05.0,59,,59,0,0,1,1,"Finding the intersection, SIF",3
1519508,2028100,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X-2&Y=-5X+12,1,Intersection 1 X,52:55.0,53:01.0,54:52.0,54:52.0,17,,17,0,0,1,1,"Finding the intersection, SIF",4
1519544,2028136,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-X+2&Y=4X-10,1,Intersection 1 X,57:36.0,57:42.0,59:07.0,59:07.0,22,,22,0,1,1,1,"Finding the intersection, SIF",5
1519571,2028163,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-10X-5&Y=5X+15,1,Intersection 1 X,02:15.0,02:21.0,02:21.0,02:21.0,6,6,,1,0,0,1,"Finding the intersection, SIF",6
1519603,2028195,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X+2&Y=2X-8,1,Intersection 1 X,07:17.0,07:25.0,07:29.0,07:29.0,12,,12,0,1,0,1,"Finding the intersection, SIF",7
1519626,2028218,248vthf5i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-0.75X-2&Y=0.25X+7,1,Intersection 1 X,32:33.0,32:38.0,34:42.0,34:42.0,24,,24,0,2,0,1,"Finding the intersection, SIF",8
1525651,2036635,248zczb3i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,54:06.0,54:16.0,54:16.0,54:16.0,10,10,,1,0,0,1,"Finding the intersection, SIF",1
1525671,2036655,248zczb3i,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,29:15.0,29:23.0,29:23.0,29:23.0,8,8,,1,0,0,1,"Finding the intersection, SIF",2
1741308,2318582,2480hxxcx,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,58:17.0,58:26.0,03:28.0,03:28.0,86,,86,0,3,0,1,"Finding the intersection, SIF",1
1741325,2318599,2480hxxcx,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,22:48.0,22:55.0,22:55.0,22:55.0,7,7,,1,0,0,1,"Finding the intersection, SIF",2
1741585,2319098,2480hxxcx,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,34:07.0,34:16.0,34:16.0,34:16.0,9,9,,1,0,0,1,"Finding the intersection, SIF",5
1741605,2319118,2480hxxcx,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYGE-100X-500&YLE50X+150,1,Intersection 1 X,46:06.0,46:10.0,46:10.0,46:10.0,4,4,,1,0,0,1,"Finding the intersection, SIF",6
1741725,2319238,2480hxxcx,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-0.75X-2&YGT0.25X+7,1,Intersection 1 X,11:34.0,11:43.0,11:43.0,11:43.0,9,9,,1,0,0,1,"Finding the intersection, SIF",7
1760901,2345113,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,37:30.0,37:36.0,37:36.0,37:36.0,6,6,,1,0,0,1,"Finding the intersection, SIF",1
1760944,2345156,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,42:38.0,42:48.0,43:53.0,43:53.0,31,,31,0,1,1,1,"Finding the intersection, SIF",2
1761138,2345350,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,13:30.0,13:32.0,13:32.0,13:32.0,2,2,,1,0,0,1,"Finding the intersection, SIF",3
1761243,2345455,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,27:45.0,27:56.0,29:02.0,29:02.0,16,,16,0,1,0,1,"Finding the intersection, SIF",4
1761275,2345487,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-0.75X-2&Y=0.25X+7,1,Intersection 1 X,33:31.0,33:47.0,34:03.0,34:03.0,30,,30,0,1,0,1,"Finding the intersection, SIF",5
1761299,2345511,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X+2&Y=2X-8,1,Intersection 1 X,37:28.0,37:31.0,37:31.0,37:31.0,3,3,,1,0,0,1,"Finding the intersection, SIF",6
1761366,2345578,248iwnoa3,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-X+2&Y=4X-10,1,Intersection 1 X,43:21.0,43:26.0,44:21.0,44:21.0,18,,18,0,1,1,1,"Finding the intersection, SIF",7
1761708,2346104,248iwnoa3,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,01:18.0,01:25.0,03:06.0,03:06.0,29,,29,0,0,1,1,"Finding the intersection, SIF",11
1761893,2346289,248iwnoa3,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-0.75X-2&YGT0.25X+7,1,Intersection 1 X,53:11.0,53:13.0,53:13.0,53:13.0,2,2,,1,0,0,1,"Finding the intersection, SIF",12
2013471,2684835,2484vyh4g,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,25:23.0,25:32.0,27:09.0,27:09.0,17,,17,0,2,0,1,"Finding the intersection, SIF",1
2013504,2684868,2484vyh4g,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,34:13.0,34:16.0,34:16.0,34:16.0,3,3,,1,0,0,1,"Finding the intersection, SIF",2
2025095,2699909,2487lpei2,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,03:46.0,03:51.0,03:51.0,03:51.0,5,5,,1,0,0,1,"Finding the intersection, SIF",1
2025117,2699931,2487lpei2,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,06:34.0,07:21.0,10:46.0,10:46.0,108,,108,0,5,1,1,"Finding the intersection, SIF",2
2025345,2700159,2487lpei2,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,05:51.0,06:11.0,06:17.0,06:17.0,26,,26,0,1,0,1,"Finding the intersection, SIF",3
2025366,2700180,2487lpei2,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,11:21.0,11:34.0,11:34.0,11:34.0,6.5,6.5,,1,0,0,1,"Finding the intersection, SIF",4
2025403,2700217,2487lpei2,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-10X-5&Y=5X+15,1,Intersection 1 X,05:30.0,05:47.0,07:01.0,07:01.0,83,,83,0,3,1,1,"Finding the intersection, SIF",5
2025424,2700238,2487lpei2,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-X+2&Y=4X-10,1,Intersection 1 X,09:17.0,09:21.0,09:21.0,09:21.0,4,4,,1,0,0,1,"Finding the intersection, SIF",6
2029631,2705770,2488t72oe,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,12:31.0,12:37.0,16:00.0,16:00.0,42,,42,0,6,2,1,"Finding the intersection, SIF",1
2029651,2705790,2488t72oe,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,19:00.0,19:13.0,19:13.0,19:13.0,13,13,,1,0,0,1,"Finding the intersection, SIF",2
2029842,2705981,2488t72oe,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,17:51.0,18:35.0,23:33.0,23:33.0,79,,79,0,5,1,1,"Finding the intersection, SIF",3
2029856,2705995,2488t72oe,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,24:43.0,24:46.0,24:46.0,24:46.0,3,3,,1,0,0,1,"Finding the intersection, SIF",4
2029891,2706030,2488t72oe,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X-2&Y=-5X+12,1,Intersection 1 X,29:19.0,29:25.0,29:25.0,29:25.0,6,6,,1,0,0,1,"Finding the intersection, SIF",5
2030088,2706483,2488t72oe,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,12:45.0,12:49.0,12:49.0,12:49.0,4,4,,1,0,0,1,"Finding the intersection, SIF",7
2030111,2706506,2488t72oe,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYGE-100X-500&YLE50X+150,1,Intersection 1 X,16:02.0,16:05.0,16:05.0,16:05.0,3,3,,1,0,0,1,"Finding the intersection, SIF",8
2030250,2706645,2488t72oe,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-0.75X-2&YGT0.25X+7,1,Intersection 1 X,35:16.0,35:21.0,35:21.0,35:21.0,5,5,,1,0,0,1,"Finding the intersection, SIF",9
2063238,2751089,248jqsua5,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,39:48.0,39:51.0,39:51.0,39:51.0,1.5,1.5,,1,0,0,1,"Finding the intersection, SIF",1
2063282,2751133,248jqsua5,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,59:44.0,59:52.0,,07:16.0,312,,312,0,12,3,0,"Finding the intersection, SIF",2
2063300,2751151,248jqsua5,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,3,Intersection 1 X,54:58.0,55:11.0,56:08.0,56:08.0,18,,18,0,0,1,1,"Finding the intersection, SIF",3
2063458,2751309,248jqsua5,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,23:31.0,23:37.0,24:35.0,24:35.0,32,,32,0,4,1,1,"Finding the intersection, SIF",4
2063472,2751323,248jqsua5,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,25:22.0,25:26.0,25:26.0,25:26.0,4,4,,1,0,0,1,"Finding the intersection, SIF",5
2063721,2751939,248jqsua5,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,57:19.0,57:24.0,57:24.0,57:24.0,5,5,,1,0,0,1,"Finding the intersection, SIF",8
2063933,2752151,248jqsua5,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-0.75X-2&YGT0.25X+7,1,Intersection 1 X,26:41.0,26:45.0,26:45.0,26:45.0,4,4,,1,0,0,1,"Finding the intersection, SIF",9
